report_id,report_key,filer_name,filing_date,filing_format,report_url,status,transactions_found,error,checked_at_utc
57115c4a-d7fd-47d0-ad5b-597aff5656ea,57115c4a-d7fd-47d0-ad5b-597aff5656ea,Mark R Warner,2021-04-12,electronic_html,https://efdsearch.senate.gov/search/view/ptr/57115c4a-d7fd-47d0-ad5b-597aff5656ea/,ok_reused,1,,2026-09-10T17:05:26Z
c4771ad7-1434-4eb6-a5b8-d53fa8f70249,c4771ad7-1434-4eb6-a5b8-d53fa8f70249,Ron L Wyden,2021-04-09,electronic_html,https://efdsearch.senate.gov/search/view/ptr/c4771ad7-1434-4eb6-a5b8-d53fa8f70249/,ok_reused,8,,2026-09-10T17:05:26Z
46d660a1-eca6-48cf-976e-bb7f49946397,46d660a1-eca6-48cf-976e-bb7f49946397,Susan M Collins,2021-04-08,electronic_html,https://efdsearch.senate.gov/search/view/ptr/46d660a1-eca6-48cf-976e-bb7f49946397/,ok_reused,2,,2026-09-10T17:05:26Z
6788596d-6a54-4caf-a73c-f03f5d2f6e5f,6788596d-6a54-4caf-a73c-f03f5d2f6e5f,"William F Hagerty, IV",2021-04-08,electronic_html,https://efdsearch.senate.gov/search/view/ptr/6788596d-6a54-4caf-a73c-f03f5d2f6e5f/,ok_reused,1,,2026-09-10T17:05:26Z
5afb1535-000b-4e84-b8ad-908381f5ac2a,5afb1535-000b-4e84-b8ad-908381f5ac2a,JOHN BOOZMAN,2021-04-06,paper_scan,https://efdsearch.senate.gov/search/view/paper/5afb1535-000b-4e84-b8ad-908381f5ac2a/,paper_deferred,0,Paper filing intentionally deferred to a future project.,2026-09-10T17:05:26Z
37d25209-4ff8-4113-a8d2-bb4b2810351e,37d25209-4ff8-4113-a8d2-bb4b2810351e,Ron L Wyden,2021-04-02,electronic_html,https://efdsearch.senate.gov/search/view/ptr/37d25209-4ff8-4113-a8d2-bb4b2810351e/,ok_reused,4,,2026-09-10T17:05:26Z
e3f4d9c3-2ada-4fad-9e67-3941095a8f0c,e3f4d9c3-2ada-4fad-9e67-3941095a8f0c,John W Hickenlooper,2021-04-01,electronic_html,https://efdsearch.senate.gov/search/view/ptr/e3f4d9c3-2ada-4fad-9e67-3941095a8f0c/,ok_reused,2,,2026-09-10T17:05:26Z
32a40eaa-a4a2-4bc3-a594-1c05cbe0531b,32a40eaa-a4a2-4bc3-a594-1c05cbe0531b,Ron L Wyden,2021-03-23,electronic_html,https://efdsearch.senate.gov/search/view/ptr/32a40eaa-a4a2-4bc3-a594-1c05cbe0531b/,ok_reused,3,,2026-09-10T17:05:26Z
ed8c186c-c456-4ce6-a8d7-4e8cc7175fd3,ed8c186c-c456-4ce6-a8d7-4e8cc7175fd3,"A. Mitchell McConnell, Jr.",2021-03-16,electronic_html,https://efdsearch.senate.gov/search/view/ptr/ed8c186c-c456-4ce6-a8d7-4e8cc7175fd3/,ok_reused,1,,2026-09-10T17:05:26Z
a68e9328-7725-42ef-8f34-32fb4139270f,a68e9328-7725-42ef-8f34-32fb4139270f,RICHARD BLUMENTHAL,2021-03-15,paper_scan,https://efdsearch.senate.gov/search/view/paper/a68e9328-7725-42ef-8f34-32fb4139270f/,paper_deferred,0,Paper filing intentionally deferred to a future project.,2026-09-10T17:05:26Z
3542ce53-b0e3-46a1-92f5-8f32c262fe3d,3542ce53-b0e3-46a1-92f5-8f32c262fe3d,Shelley M Capito,2021-03-14,electronic_html,https://efdsearch.senate.gov/search/view/ptr/3542ce53-b0e3-46a1-92f5-8f32c262fe3d/,ok_reused,3,,2026-09-10T17:05:26Z
